"agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","end_date","count_nu"
"USGS","01372065","CASPER CREEK NEAR WAPPINGERS FALLS NY","ST",41.63166667,-73.9272222,"S","NAD83",NA,NA,NA,"02020008","dv","00060","00003","105177",NA,"wat",NA,"1645423","0",1969-01-01,1975-12-31,2556
"USGS","01372065","CASPER CREEK NEAR WAPPINGERS FALLS NY","ST",41.63166667,-73.9272222,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-04-04,1972-06-01,6
"USGS","01372100","EAST BRANCH WAPPINGER CR NEAR CLINTON CORNERS NY","ST",41.8125,-73.7591667,"S","NAD83",NA,NA,NA,"02020008","dv","00060","00003","292981",NA,"wat",NA,"1645423","0",1956-01-01,1963-09-29,2829
"USGS","01372100","EAST BRANCH WAPPINGER CR NEAR CLINTON CORNERS NY","ST",41.8125,-73.7591667,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1964-04-01,1966-07-13,2
"USGS","01372200","WAPPINGER CREEK NEAR CLINTON CORNERS NY","ST",41.81463889,-73.7634722,"1","NAD83",234.1,0.01,"NGVD29","02020008","dv","00060","00003","292982",NA,"wat",NA,"1645423","0",1956-01-01,1975-12-31,7154
"USGS","01372200","WAPPINGER CREEK NEAR CLINTON CORNERS NY","ST",41.81463889,-73.7634722,"1","NAD83",234.1,0.01,"NGVD29","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1964-04-01,1993-08-10,6
"USGS","01372215","UPTON LAKE OUTLET AT CLINTON CORNERS NY","ST",41.82148226,-73.7701305,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-07-12,1966-07-12,1
"USGS","01372300","LITTLE WAPPINGER CREEK AT SALT POINT NY","ST",41.805,-73.7933333,"S","NAD83",NA,NA,NA,"02020008","dv","00060","00003","105180",NA,"wat",NA,"1645423","0",1956-01-01,1975-12-31,7305
"USGS","01372300","LITTLE WAPPINGER CREEK AT SALT POINT NY","ST",41.805,-73.7933333,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1963-06-26,1972-06-01,7
"USGS","01372400","GREAT SPRING CREEK AT PLEASANT VALLEY NY","ST",41.7561111,-73.8241667,"S","NAD83",203.18,0.01,"NGVD29","02020008","dv","00060","00003","105181",NA,"wat",NA,"1645423","0",1960-08-01,1965-12-31,1979
"USGS","01372500","WAPPINGER CREEK NEAR WAPPINGERS FALLS NY","ST",41.65305556,-73.8725,"S","NAD83",114.37,0.01,"NGVD29","02020008","dv","00060","00003","105182",NA,"wat",NA,"1645423","0",1928-08-07,2023-10-06,34759
"USGS","01372500","WAPPINGER CREEK NEAR WAPPINGERS FALLS NY","ST",41.65305556,-73.8725,"S","NAD83",114.37,0.01,"NGVD29","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-07-15,1972-09-25,120
"USGS","01372500","WAPPINGER CREEK NEAR WAPPINGERS FALLS NY","ST",41.65305556,-73.8725,"S","NAD83",114.37,0.01,"NGVD29","02020008","uv","00060",NA,"107132",NA,"wat",NA,"1645423","0",1989-08-12,2023-10-07,12474
"USGS","01372681","FISHKILL CR AT STORMVILLE RD NR HOPEWELL JCT NY","ST",41.58814907,-73.7679094,"S","NAD83",282,1,"NAVD88","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-07-13,1993-08-10,3
"USGS","01372800","FISHKILL CREEK AT HOPEWELL JUNCTION NY","ST",41.57277778,-73.80638889,"S","NAD83",229.53,0.01,"NGVD29","02020008","dv","00060","00003","292983",NA,"wat",NA,"1645423","0",1957-10-01,1975-12-31,5939
"USGS","01372800","FISHKILL CREEK AT HOPEWELL JUNCTION NY","ST",41.57277778,-73.80638889,"S","NAD83",229.53,0.01,"NGVD29","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1971-01-08,1972-06-01,5
"USGS","01372850","WHORTLEKILL CREEK AT HOPEWELL JUNCTION NY","ST",41.57694444,-73.81527778,"S","NAD83",228.25,0.01,"NGVD29","02020008","dv","00060","00003","105184",NA,"wat",NA,"1645423","0",1959-08-01,1968-09-30,3338
"USGS","01372850","WHORTLEKILL CREEK AT HOPEWELL JUNCTION NY","ST",41.57694444,-73.81527778,"S","NAD83",228.25,0.01,"NGVD29","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-07-13,1966-07-13,1
"USGS","01372866","JACKSON CREEK NEAR NOXON NY","ST",41.64092698,-73.7931878,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-07-13,1966-07-13,1
"USGS","01372900","SPROUT CREEK NEAR FISHKILL PLAINS NY","ST",41.5972222,-73.8444444,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-07-13,1966-07-13,1
"USGS","01372945","CLOVE CREEK NEAR COLD SPRING NY","ST",41.458427,-73.9198596,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-07-14,1970-07-14,1
"USGS","01373500","FISHKILL CREEK AT BEACON NY","ST",41.5118611,-73.94813889,"1","NAD83",131.17,0.01,"NGVD29","02020008","dv","00060","00003","105185",NA,"wat",NA,"1645423","0",1944-10-01,1968-09-29,8765
"USGS","01373500","FISHKILL CREEK AT BEACON NY","ST",41.5118611,-73.94813889,"1","NAD83",131.17,0.01,"NGVD29","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-07-15,1963-09-18,26
"USGS","01373518","BLACK MEADOW CREEK NEAR FLORIDA NY","ST",41.3331494,-74.3190408,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1971-08-28,1971-08-28,1
"USGS","01373600","SEELY BROOK NEAR CHESTER NY","ST",41.3497222,-74.24027778,"S","NAD83",426.95,0.01,"NGVD29","02020008","dv","00060","00003","105186",NA,"wat",NA,"1645423","0",1964-06-01,1968-09-29,1582
"USGS","01373690","WOODBURY C NR HIGHLAND MILLS NY","ST",41.36666667,-74.1044444,"S","NAD83",376,1,"NAVD88","02020008","dv","00060","00003","105187",NA,"wat",NA,"1645423","0",1965-12-11,1968-09-29,1024
"USGS","01373690","WOODBURY C NR HIGHLAND MILLS NY","ST",41.36666667,-74.1044444,"S","NAD83",376,1,"NAVD88","02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1993-08-12,1993-08-12,2
"USGS","01373800","MOODNA CREEK AT MOUNTAINVILLE NY","ST",41.40926048,-74.0734762,"S","NAD83",NA,NA,NA,"02020008","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-10-29,1972-08-14,2
"USGS","01374098","ANNSVILLE CREEK AT GRAYMOOR NY","ST",41.33981608,-73.9237491,"S","NAD83",NA,NA,NA,"02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-07-14,1970-07-14,1
"USGS","01374300","PEEKSKILL HOLLOW CR AT VAN CORTLANDTVILLE NY","ST",41.31787166,-73.9054153,"S","NAD83",29,1,"NAVD88","02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1993-08-12,1993-08-12,2
"USGS","01374420","LAKE TIORATI BROOK AT CEDAR FLATS NY","ST",41.24055556,-74.0244444,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105206",NA,"wat",NA,"1645423","0",1960-10-01,1963-09-29,1094
"USGS","01374420","LAKE TIORATI BROOK AT CEDAR FLATS NY","ST",41.24055556,-74.0244444,"S","NAD83",NA,NA,NA,"02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,3
"USGS","01374440","CEDAR POND BK AT STONY POINT NY","ST",41.2267609,-73.98402899,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105207",NA,"wat",NA,"1645423","0",1960-10-01,1962-09-29,729
"USGS","01374440","CEDAR POND BK AT STONY POINT NY","ST",41.2267609,-73.98402899,"S","NAD83",NA,NA,NA,"02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,3
"USGS","01374480","MINISCEONGO CREEK AT THIELLS NY","ST",41.20944444,-74.0208333,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105208",NA,"wat",NA,"1645423","0",1960-10-01,1963-09-29,1094
"USGS","01374480","MINISCEONGO CREEK AT THIELLS NY","ST",41.20944444,-74.0208333,"S","NAD83",NA,NA,NA,"02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,2
"USGS","01374494","HAVILAND HOLLOW BROOK NEAR PUTNAM LAKE NY","ST",41.48416667,-73.5705556,"S","NAD83",430,1,"NAVD88","02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-07-14,1993-08-11,3
"USGS","0137449480","EAST BRANCH CROTON RIVER NEAR PUTNAM LAKE NY","ST",41.44725,-73.5560833,"1","NAD83",414.81,0.01,"NAVD88","02030101","dv","00060","00003","105209",NA,"wat",NA,"1645423","0",1995-10-01,2023-10-06,10233
"USGS","0137449480","EAST BRANCH CROTON RIVER NEAR PUTNAM LAKE NY","ST",41.44725,-73.5560833,"1","NAD83",414.81,0.01,"NAVD88","02030101","uv","00060",NA,"107142",NA,"wat",NA,"1645423","0",1995-10-01,2023-10-07,10233
"USGS","01374505","EAST BRANCH CROTON RIVER AT BREWSTER NY","ST",41.3945833,-73.6074722,"1","NAD83",315.74,0.18,"NAVD88","02030101","dv","00060","00003","105210",NA,"wat",NA,"1645423","0",1994-03-31,2023-10-06,10782
"USGS","01374505","EAST BRANCH CROTON RIVER AT BREWSTER NY","ST",41.3945833,-73.6074722,"1","NAD83",315.74,0.18,"NAVD88","02030101","uv","00060",NA,"107146",NA,"wat",NA,"1645423","0",1994-03-31,2023-10-07,10782
"USGS","01374531","EAST BRANCH CROTON RIVER NEAR CROTON FALLS NY","ST",41.37338889,-73.6395833,"1","NAD83",270.5,0.12,"NAVD88","02030101","dv","00060","00003","105211",NA,"wat",NA,"1645423","0",1994-06-01,2023-10-06,10718
"USGS","01374531","EAST BRANCH CROTON RIVER NEAR CROTON FALLS NY","ST",41.37338889,-73.6395833,"1","NAD83",270.5,0.12,"NAVD88","02030101","uv","00060",NA,"107150",NA,"wat",NA,"1645423","0",2007-10-06,2023-10-07,5845
"USGS","01374540","HOLLY STREAM NEAR BREWSTER NY","ST",41.3717222,-73.6374167,"1","NAD83",NA,NA,NA,"02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-07-14,1970-07-14,1
"USGS","01374559","WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY","ST",41.4704722,-73.7595833,"1","NAD83",586.6,0.01,"NAVD88","02030101","dv","00060","00003","105212",NA,"wat",NA,"1645423","0",1995-10-01,2023-10-06,10233
"USGS","01374559","WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY","ST",41.4704722,-73.7595833,"1","NAD83",586.6,0.01,"NAVD88","02030101","uv","00060",NA,"107154",NA,"wat",NA,"1645423","0",1995-10-01,2023-10-07,10233
"USGS","01374581","W BR CROTON RIVER BELOW DAM NEAR KENT CLIFFS NY","ST",41.44994444,-73.7361111,"1","NAD83",528.53,0.11,"NAVD88","02030101","dv","00060","00003","105213",NA,"wat",NA,"1645423","0",2001-10-31,2023-10-06,8011
"USGS","01374581","W BR CROTON RIVER BELOW DAM NEAR KENT CLIFFS NY","ST",41.44994444,-73.7361111,"1","NAD83",528.53,0.11,"NAVD88","02030101","uv","00060",NA,"107159",NA,"wat",NA,"1645423","0",2001-10-31,2023-10-07,8011
"USGS","01374598","HORSE POUND BROOK NEAR LAKE CARMEL NY","ST",41.4758611,-73.6894722,"1","NAD83",539.63,26,"NAVD88","02030101","dv","00060","00003","105214",NA,"wat",NA,"1645423","0",1996-08-16,2023-10-06,9913
"USGS","01374598","HORSE POUND BROOK NEAR LAKE CARMEL NY","ST",41.4758611,-73.6894722,"1","NAD83",539.63,26,"NAVD88","02030101","uv","00060",NA,"107163",NA,"wat",NA,"1645423","0",1996-08-16,2023-10-07,9913
"USGS","0137462010","WEST BRANCH CROTON RIVER NEAR CARMEL NY","ST",41.41180556,-73.69375,"1","NAD83",446.96,0.01,"NAVD88","02030101","dv","00060","00003","105215",NA,"wat",NA,"1645423","0",1994-03-29,2023-10-06,10784
"USGS","0137462010","WEST BRANCH CROTON RIVER NEAR CARMEL NY","ST",41.41180556,-73.69375,"1","NAD83",446.96,0.01,"NAVD88","02030101","uv","00060",NA,"107166",NA,"wat",NA,"1645423","0",1994-03-29,2023-10-07,10784
"USGS","01374654","MIDDLE BRANCH CROTON RIVER NEAR CARMEL NY","ST",41.43219444,-73.65177778,"1","NAD83",478.89,0.01,"NGVD29","02030101","dv","00060","00003","105216",NA,"wat",NA,"1645423","0",1995-12-09,2013-03-31,6323
"USGS","01374654","MIDDLE BRANCH CROTON RIVER NEAR CARMEL NY","ST",41.43219444,-73.65177778,"1","NAD83",478.89,0.01,"NGVD29","02030101","uv","00060",NA,"221014",NA,"wat",NA,"1645423","0",1995-12-09,2010-09-30,5409
"USGS","01374701","WEST BRANCH CROTON RIVER NEAR CROTON FALLS NY","ST",41.358,-73.6679722,"1","NAD83",205.48,0.01,"NAVD88","02030101","dv","00060","00003","105217",NA,"wat",NA,"1645423","0",1994-01-25,2023-10-06,10846
"USGS","01374701","WEST BRANCH CROTON RIVER NEAR CROTON FALLS NY","ST",41.358,-73.6679722,"1","NAD83",205.48,0.01,"NAVD88","02030101","uv","00060",NA,"107170",NA,"wat",NA,"1645423","0",1994-01-25,2023-10-07,10847
"USGS","01374781","TITICUS RIVER BELOW JUNE ROAD AT SALEM CENTER NY","ST",41.3273611,-73.5914722,"1","NAD83",331.84,0.01,"NAVD88","02030101","dv","00060","00003","105218",NA,"wat",NA,"1645423","0",2006-12-08,2023-10-06,6147
"USGS","01374781","TITICUS RIVER BELOW JUNE ROAD AT SALEM CENTER NY","ST",41.3273611,-73.5914722,"1","NAD83",331.84,0.01,"NAVD88","02030101","uv","00060",NA,"107175",NA,"wat",NA,"1645423","0",2006-12-08,2023-10-07,6147
"USGS","01374821","TITICUS RIVER AT PURDYS STATION NY","ST",41.3271111,-73.65563889,"1","NAD83",199.49,0.07,"NAVD88","02030101","dv","00060","00003","105219",NA,"wat",NA,"1645423","0",1994-03-23,2023-10-06,10790
"USGS","01374821","TITICUS RIVER AT PURDYS STATION NY","ST",41.3271111,-73.65563889,"1","NAD83",199.49,0.07,"NAVD88","02030101","uv","00060",NA,"107178",NA,"wat",NA,"1645423","0",1994-03-23,2023-10-07,10790
"USGS","01374890","CROSS RIVER NEAR CROSS RIVER NY","ST",41.2602222,-73.6018611,"1","NAD83",333.72,0.01,"NAVD88","02030101","dv","00060","00003","105220",NA,"wat",NA,"1645423","0",1995-12-08,2023-10-06,10162
"USGS","01374890","CROSS RIVER NEAR CROSS RIVER NY","ST",41.2602222,-73.6018611,"1","NAD83",333.72,0.01,"NAVD88","02030101","uv","00060",NA,"107182",NA,"wat",NA,"1645423","0",1995-12-15,2023-10-07,10158
"USGS","01374901","CROSS RIVER AT KATONAH NY","ST",41.2661111,-73.6655556,"S","NAD83",203.26,0.01,"NAVD88","02030101","dv","00060","00003","105221",NA,"wat",NA,"1645423","0",1994-03-17,2023-10-06,10796
"USGS","01374901","CROSS RIVER AT KATONAH NY","ST",41.2661111,-73.6655556,"S","NAD83",203.26,0.01,"NAVD88","02030101","uv","00060",NA,"107186",NA,"wat",NA,"1645423","0",1994-03-17,2023-10-07,10796
"USGS","01374918","STONE HILL RIVER SOUTH OF KATONAH NY","ST",41.24944444,-73.67027778,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105222",NA,"wat",NA,"1645423","0",1999-06-10,2009-06-29,3673
"USGS","01374918","STONE HILL RIVER SOUTH OF KATONAH NY","ST",41.24944444,-73.67027778,"S","NAD83",NA,NA,NA,"02030101","uv","00060",NA,"221015",NA,"wat",NA,"1645423","0",1999-06-10,2009-06-30,3673
"USGS","01374930","MUSCOOT RIVER AT BALDWIN PLACE NY","ST",41.33813889,-73.7686944,"1","NAD83",498.21,0.01,"NAVD88","02030101","dv","00060","00003","105223",NA,"wat",NA,"1645423","0",1995-10-01,2023-10-06,10233
"USGS","01374930","MUSCOOT RIVER AT BALDWIN PLACE NY","ST",41.33813889,-73.7686944,"1","NAD83",498.21,0.01,"NAVD88","02030101","uv","00060",NA,"107190",NA,"wat",NA,"1645423","0",1995-10-01,2023-10-07,10233
"USGS","01374941","MUSCOOT RIVER BELOW DAM AT AMAWALK NY","ST",41.2876111,-73.75363889,"1","NAD83",313.93,0.34,"NAVD88","02030101","dv","00060","00003","292984",NA,"wat",NA,"1645423","0",1994-03-23,2023-10-06,10790
"USGS","01374941","MUSCOOT RIVER BELOW DAM AT AMAWALK NY","ST",41.2876111,-73.75363889,"1","NAD83",313.93,0.34,"NAVD88","02030101","uv","00060",NA,"107194",NA,"wat",NA,"1645423","0",1994-03-23,2023-10-07,10790
"USGS","01374976","ANGLE FLY BROOK AT WHITEHALL CORNERS NY","ST",41.28252778,-73.7254444,"1","NAD83",NA,NA,NA,"02030101","dv","00060","00003","323605",NA,"wat",NA,"1645423","0",1995-12-08,2005-09-29,3584
"USGS","01374976","ANGLE FLY BROOK AT WHITEHALL CORNERS NY","ST",41.28252778,-73.7254444,"1","NAD83",NA,NA,NA,"02030101","uv","00060",NA,"221016",NA,"wat",NA,"1645423","0",1995-12-08,2005-09-30,3584
"USGS","01374987","KISCO RIVER BELOW MOUNT KISCO NY","ST",41.22875,-73.7436111,"1","NAD83",208,1,"NAVD88","02030101","dv","00060","00003","105226",NA,"wat",NA,"1645423","0",1995-10-21,2009-06-29,5001
"USGS","01374987","KISCO RIVER BELOW MOUNT KISCO NY","ST",41.22875,-73.7436111,"1","NAD83",208,1,"NAVD88","02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1993-08-11,1993-08-11,2
"USGS","01374987","KISCO RIVER BELOW MOUNT KISCO NY","ST",41.22875,-73.7436111,"1","NAD83",208,1,"NAVD88","02030101","uv","00060",NA,"221017",NA,"wat",NA,"1645423","0",1995-10-22,2009-06-30,5000
"USGS","0137499350","HUNTER BROOK SOUTH OF YORKTOWN NY","ST",41.26194444,-73.84277778,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105227",NA,"wat",NA,"1645423","0",1999-06-11,2009-06-29,3672
"USGS","0137499350","HUNTER BROOK SOUTH OF YORKTOWN NY","ST",41.26194444,-73.84277778,"S","NAD83",NA,NA,NA,"02030101","uv","00060",NA,"221018",NA,"wat",NA,"1645423","0",1999-06-11,2009-06-30,3672
"USGS","01375000","CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY","ST",41.22502778,-73.85888889,"1","NAD83",43.12,0.01,"NAVD88","02030101","dv","00060","00003","105228",NA,"wat",NA,"1645423","0",1933-07-29,2023-10-06,32942
"USGS","01375000","CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY","ST",41.22502778,-73.85888889,"1","NAD83",43.12,0.01,"NAVD88","02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1970-10-06,1972-06-21,3
"USGS","01375000","CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY","ST",41.22502778,-73.85888889,"1","NAD83",43.12,0.01,"NAVD88","02030101","uv","00060",NA,"107198",NA,"wat",NA,"1645423","0",1989-10-11,2023-10-07,12414
"USGS","01375500","BIRD BROOK NEAR CROTON NY","ST",41.21194444,-73.86638889,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105229",NA,"wat",NA,"1645423","0",1933-10-01,1941-09-30,2557
"USGS","01376270","SPARKILL CREEK AT TAPPAN NY","ST",41.0239861,-73.9473593,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105241",NA,"wat",NA,"1645423","0",1959-10-01,1966-09-29,1916
"USGS","01376275","SPARKILL CREEK AT TAPPAN STATION NY","ST",41.01527778,-73.93777778,"S","NAD83",NA,NA,NA,"02030101","dv","00060","00003","105242",NA,"wat",NA,"1645423","0",1965-10-01,1966-09-30,365
"USGS","01376280","SPARKILL CREEK AT SPARKILL NY","ST",41.02888889,-73.9255556,"S","NAD83",18.41,0.01,"NGVD29","02030101","dv","00060","00003","105243",NA,"wat",NA,"1645423","0",1959-10-01,1978-09-29,3679
"USGS","01376280","SPARKILL CREEK AT SPARKILL NY","ST",41.02888889,-73.9255556,"S","NAD83",18.41,0.01,"NGVD29","02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1970-08-07,3
"USGS","01376500","SAW MILL RIVER AT YONKERS NY","ST",40.93638889,-73.8861111,"S","NAD83",87.32,0.01,"NAVD88","02030101","dv","00060","00003","105257",NA,"wat",NA,"1645423","0",1943-11-10,1995-09-29,17592
"USGS","01376500","SAW MILL RIVER AT YONKERS NY","ST",40.93638889,-73.8861111,"S","NAD83",87.32,0.01,"NAVD88","02030101","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1963-06-26,1994-01-11,7
"USGS","01376534","RICHMOND CREEK AT LIGHTHOUSE AVE AT RICHMOND NY","ST",40.5737222,-74.1413056,"1","NAD83",NA,NA,NA,"02030104","dv","00060","00003","105260",NA,"wat",NA,"1645423","0",2010-02-01,2013-04-30,1185
"USGS","01376534","RICHMOND CREEK AT LIGHTHOUSE AVE AT RICHMOND NY","ST",40.5737222,-74.1413056,"1","NAD83",NA,NA,NA,"02030104","uv","00060",NA,"107213",NA,"wat",NA,"1645423","0",2010-02-07,2013-04-30,1178
"USGS","01376558","LEMON CREEK AT AMBOY ROAD AT PLEASANT PLAINS NY","ST",40.52541667,-74.20938889,"1","NAD83",NA,NA,NA,"02030104","dv","00060","00003","105265",NA,"wat",NA,"1645423","0",2010-11-19,2013-04-30,894
"USGS","01376558","LEMON CREEK AT AMBOY ROAD AT PLEASANT PLAINS NY","ST",40.52541667,-74.20938889,"1","NAD83",NA,NA,NA,"02030104","uv","00060",NA,"107222",NA,"wat",NA,"1645423","0",2010-11-19,2013-04-29,892
"USGS","01376600","HACKENSACK R AT BROOKSIDE PK NY","ST",41.17166667,-73.9730556,"S","NAD83",NA,NA,NA,"02030103","dv","00060","00003","105267",NA,"wat",NA,"1645423","0",1960-10-01,1963-09-29,1094
"USGS","01376600","HACKENSACK R AT BROOKSIDE PK NY","ST",41.17166667,-73.9730556,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,5
"USGS","01376800","HACKENSACK RIVER AT WEST NYACK NY","ST",41.09555556,-73.96388889,"S","NAD83",52.53,0.01,"NAVD88","02030103","dv","00060","00003","105268",NA,"wat",NA,"1645423","0",1958-12-01,2023-10-06,23686
"USGS","01376800","HACKENSACK RIVER AT WEST NYACK NY","ST",41.09555556,-73.96388889,"S","NAD83",52.53,0.01,"NAVD88","02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-09-01,1961-08-31,5
"USGS","01376800","HACKENSACK RIVER AT WEST NYACK NY","ST",41.09555556,-73.96388889,"S","NAD83",52.53,0.01,"NAVD88","02030103","uv","00060",NA,"107226",NA,"wat",NA,"1645423","0",1990-10-01,2023-10-07,12059
"USGS","01376850","NAURAUSHAUN BROOK AT NAURAUSHAUN NY","ST",41.06166667,-73.9944444,"S","NAD83",NA,NA,NA,"02030103","dv","00060","00003","105269",NA,"wat",NA,"1645423","0",1960-10-01,1963-09-29,1094
"USGS","01376850","NAURAUSHAUN BROOK AT NAURAUSHAUN NY","ST",41.06166667,-73.9944444,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1960-02-11,1961-08-31,3
"USGS","01376900","HACKENSACK RIVER AT NAURAUSHAUN NY","ST",41.05444444,-73.9816667,"S","NAD83",NA,NA,NA,"02030103","dv","00060","00003","105270",NA,"wat",NA,"1645423","0",1960-10-01,1962-09-29,729
"USGS","01377180","PASCACK BROOK AT SPRING VALLEY NY","ST",41.1125,-74.0330556,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1972-06-22,1972-06-22,1
"USGS","01377200","PASCACK BROOK TRIB AT SPRING VALLEY NY","ST",41.10416667,-74.0322222,"S","NAD83",NA,NA,NA,"02030103","dv","00060","00003","105271",NA,"wat",NA,"1645423","0",1960-10-01,1962-09-29,729
"USGS","01377200","PASCACK BROOK TRIB AT SPRING VALLEY NY","ST",41.10416667,-74.0322222,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,4
"USGS","01377300","PASCACK BROOK AT PEARL RIVER NY","ST",41.0597222,-74.0361111,"S","NAD83",NA,NA,NA,"02030103","dv","00060","00003","105272",NA,"wat",NA,"1645423","0",1960-10-01,1963-09-29,1094
"USGS","01377300","PASCACK BROOK AT PEARL RIVER NY","ST",41.0597222,-74.0361111,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,5
"USGS","01387095","RAMAPO R AT MARY H HARRIMAN MEM PK AT HARRIMAN NY","ST",41.31155556,-74.1469722,"1","NAD83",522.23,0.21,"NAVD88","02030103","dv","00060","00003","280148",NA,"wat",NA,"1645423","0",2020-06-26,2023-10-06,1198
"USGS","01387095","RAMAPO R AT MARY H HARRIMAN MEM PK AT HARRIMAN NY","ST",41.31155556,-74.1469722,"1","NAD83",522.23,0.21,"NAVD88","02030103","uv","00060",NA,"279124",NA,"wat",NA,"1645423","0",2020-06-25,2023-10-07,1199
"USGS","01387200","MOMBASHA LAKE OUTLET AT SOUTHFIELDS NY","ST",41.24703816,-74.17292409,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1964-04-27,1964-04-27,1
"USGS","01387250","RAMAPO RIVER AT SLOATSBURG NY","ST",41.16898377,-74.190424,"S","NAD83",360.77,0.01,"NGVD29","02030103","dv","00060","00003","105273",NA,"wat",NA,"1645423","0",1959-09-17,2000-09-29,2091
"USGS","01387250","RAMAPO RIVER AT SLOATSBURG NY","ST",41.16898377,-74.190424,"S","NAD83",360.77,0.01,"NGVD29","02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1964-06-03,7
"USGS","01387300","STONY BK AT SLOATSBURG NY","ST",41.1622222,-74.1858333,"S","NAD83",NA,NA,NA,"02030103","dv","00060","00003","105274",NA,"wat",NA,"1645423","0",1960-10-01,1962-09-29,729
"USGS","01387300","STONY BK AT SLOATSBURG NY","ST",41.1622222,-74.1858333,"S","NAD83",NA,NA,NA,"02030103","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1959-12-03,1961-08-31,4
"USGS","01387400","RAMAPO RIVER AT RAMAPO NY","ST",41.14027778,-74.1686111,"S","NAD83",295.78,0.01,"NAVD88","02030103","dv","00060","00003","105275",NA,"wat",NA,"1645423","0",1979-06-28,2023-10-06,16172
"USGS","01387400","RAMAPO RIVER AT RAMAPO NY","ST",41.14027778,-74.1686111,"S","NAD83",295.78,0.01,"NAVD88","02030103","uv","00060",NA,"107231",NA,"wat",NA,"1645423","0",1990-10-01,2023-10-07,12059
