"site_no","station_nm","dec_lat_va","dec_long_va","begin_date","end_date","count_nu","latitude","longitude","begin_date_flow","end_date_flow","nflowdays"
"0131199050","FISHING BROOK (COUNTY LINE FLOW OUTLET) NR NEWCOMB",43.97738889,-74.2704167,2007-01-24,2008-09-11,25,43.97738889,-74.2704167,"2007-01-25","2010-05-09",1201
"01436000","NEVERSINK RIVER AT NEVERSINK NY",41.82,-74.6355556,1973-05-23,2001-04-24,24,41.82,-74.6355556,"1941-10-01","2023-10-06",29956
"01425000","WEST BRANCH DELAWARE RIVER AT STILESVILLE NY",42.07491667,-75.3958056,1973-05-16,1999-09-01,24,42.07491667,-75.3958056,"1952-07-01","2023-10-06",26029
"01350180","SCHOHARIE CREEK AT NORTH BLENHEIM NY",42.4658333,-74.4622222,1974-10-30,1976-09-09,24,42.4658333,-74.4622222,"1970-10-01","2023-10-06",19227
"01350355","SCHOHARIE CREEK AT BREAKABEEN NY",42.53763889,-74.41025,1974-10-30,1976-09-09,24,42.53763889,-74.41025,"1975-07-29","2023-10-06",17602
"01361200","CLAVERACK CREEK AT CLAVERACK NY",42.21625,-73.73027778,1993-04-12,1995-03-17,24,42.21625,-73.73027778,"1960-03-31","1995-04-30",3284
"01372051","FALL KILL AT POUGHKEEPSIE NY",41.71,-73.9261111,1993-04-15,1995-03-15,24,41.71,-73.9261111,"1993-03-26","1995-09-29",917
"01333360","HOOSIC RIVER AT NORTH PETERSBURG NY",42.8264674,-73.3220548,1970-10-27,1973-01-03,24,42.8264674,-73.3220548,"1969-05-22","1972-09-26",32
"430715077283803","04232047 IRONDEQUOIT C LINDEN G AT E ROCHESTER",43.12089628,-77.4769399,1980-06-24,1981-07-16,24,43.12089628,-77.4769399,"1980-06-24","1981-07-16",26
"01503000","SUSQUEHANNA RIVER AT CONKLIN NY",42.03555556,-75.80227778,1972-09-07,2001-09-26,23,42.03555556,-75.80227778,"1913-01-01","2023-10-06",40456
"01350500","SCHOHARIE CREEK AT MIDDLEBURGH NY",42.5995,-74.3363611,1974-10-30,1976-09-09,23,42.5995,-74.3363611,"1927-07-01","2023-10-06",6611
"01334500","HOOSIC RIVER NEAR EAGLE BRIDGE NY",42.9385833,-73.3769444,1993-06-17,1995-03-10,22,42.9385833,-73.3769444,"1910-08-13","2023-10-06",40848
"01413500","EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY",42.1447222,-74.6536111,1973-05-15,1975-04-24,22,42.1447222,-74.6536111,"1937-02-01","2023-10-06",31659
"04215500","CAZENOVIA CREEK AT EBENEZER NY",42.82952778,-78.7750278,2017-11-08,2019-11-01,22,42.82952778,-78.7750278,"1940-06-24","2023-10-06",30420
"01417000","EAST BRANCH DELAWARE RIVER AT DOWNSVILLE NY",42.07502778,-74.97627778,1973-05-15,1975-04-24,22,42.07502778,-74.97627778,"1941-07-01","2023-10-06",30048
"04218000","TONAWANDA CREEK AT RAPIDS NY",43.0935,-78.6361667,2014-10-07,2019-11-02,22,43.0935,-78.6361667,"1955-08-01","2023-10-06",19792
"01349711","WEST KILL BELOW HUNTER BROOK NEAR SPRUCETON NY",42.18505556,-74.2771111,1999-02-02,1999-09-21,22,42.18505556,-74.2771111,"1997-10-01","2023-10-06",9502
"01432900","MONGAUP RIVER AT MONGAUP VALLEY NY",41.66805556,-74.7805556,1973-05-14,1975-04-21,22,41.66805556,-74.7805556,"2002-10-01","2023-10-06",7676
"04213319","CHAUTAUQUA CREEK BELOW WESTFIELD NY",42.33080556,-79.5899167,2017-11-07,2019-10-31,22,42.33080556,-79.5899167,"2017-08-09","2023-10-07",2251
"04213376","CANADAWAY CREEK AT FREDONIA NY",42.45063889,-79.3504444,2017-11-07,2019-10-31,22,42.45063889,-79.3504444,"2017-08-10","2023-10-06",2249
"04213401","WALNUT CREEK AT US ROUTE 20 AT SILVER CREEK NY",42.5383611,-79.1689722,2017-11-06,2019-10-31,22,42.5383611,-79.1689722,"2017-09-19","2023-10-07",2209
"01433005","MONGAUP R BELOW SWINGING BRIDGE RESERVOIR NY",41.56727778,-74.78327778,1973-05-14,1975-04-21,22,41.56727778,-74.78327778,"2019-08-01","2023-10-07",1528
"04276500","BOQUET RIVER AT WILLSBORO NY",44.3583333,-73.3944444,1974-06-13,1988-11-16,21,44.3583333,-73.3944444,"1923-07-23","2023-10-06",28779
"04218518","ELLICOTT CREEK BELOW WILLIAMSVILLE NY",42.97794444,-78.7636944,2017-11-08,2019-11-01,21,42.97794444,-78.7636944,"1972-10-01","2023-10-06",18633
"01376500","SAW MILL RIVER AT YONKERS NY",40.93638889,-73.8861111,1993-04-15,2016-08-01,21,40.93638889,-73.8861111,"1943-11-10","1995-09-29",17592
"04214231","S BR EIGHTEENMILE CR AT BLEY RD AT EDEN VALLEY",42.68027778,-78.8786944,2017-11-06,2019-11-01,21,42.68027778,-78.8786944,"2017-09-19","2023-10-07",2209
"04213394","SILVER CREEK AT US ROUTE 20 AT SILVER CREEK NY",42.54391667,-79.1646667,2017-11-06,2019-10-31,21,42.54391667,-79.1646667,"2017-09-20","2023-10-07",2208
"0421422210","EIGHTEENMILE CREEK AT HAMBURG NY",42.70655556,-78.84925,2017-11-06,2019-11-01,21,42.70655556,-78.84925,"2017-09-21","2023-10-07",2207
"04214060","BIG SISTER CREEK AT EVANS CENTER NY",42.65713889,-79.0355,2017-11-06,2019-11-01,21,42.65713889,-79.0355,"2017-09-22","2023-10-07",2206
"442004073540301","LOW-SALT, W SIDE RT 86 CATCH BASIN OUT NR LK PLACI",44.33453056,-73.9010806,2021-05-05,2022-07-25,21,44.33453056,-73.9010806,"2020-03-11","2023-02-12",1068
