site_id,waterbody_name,municipality,description,latitude,longitude,pwl_id,fips_code,dec_region,nhd_reach_code,watershed_id,old_ribs_id,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present,"Hardness  (mg/L, as CaCO3) [n, ave, min, max]",Select Summary Statistics:, ,"pH (n, ave, min, max)", ,-- Data Availability --,x,y
07-GRBR-1.4,Great Brook,Victor,5 m below maple ave. bridge.,42.98047,-77.40939,0704-0034,69,8,,ONT-66-12-52-23-43,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8617173.87741792,5308999.654091192
10-GCHZ-2.5,Great Chazy River,Champlain,lake st/ rte 9b bridge.,44.9425,-73.40901,1002-0010,19,5,,C-  3 (portion 1),,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8171853.612838323,5612473.825685313
10-GCHZ-6.6,Great Chazy River,Champlain,at ryder rd. bridge.,44.9867,-73.4456,1002-0010,19,5,,C-  3 (portion 1),10021006,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8175926.793006448,5619427.916355427
10-GCHZ-6.7,Great Chazy River,Champlain,50 m below rt. 9 bridge.,44.98694,-73.44945,1002-0001,19,5,,C-  3 (portion 2),,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8176355.373046003,5619465.690755091
10-GCHZ-12.0,Great Chazy River,Champlain,sr 11 bridge.,44.97667,-73.51705,1002-0010,19,5,,C-  3 (portion 1),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8183880.570623631,5617849.402629407
10-GCHZ-21.3,Great Chazy River,Mooers,off mill st.,44.95722,-73.58861,1002-0010,19,5,,C-  3 (portion 1),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8191846.593384795,5614789.163155788
10-GCHZ-27.4,Great Chazy River,Mooers,joe wood rd. (cr 15) across from town line rd.,44.91285,-73.6395,1002-0017,19,5,,C-  3 (portion 3),10021028,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8197511.642271263,5607811.920907644
10-GCHZ-29.4,Great Chazy River,Altona,miner farm rd; cr 23.,44.88889,-73.64528,1002-0017,19,5,,C-  3 (portion 3),10021030,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8198155.06892805,5604046.418425434
10-GCHZ-33.1,Great Chazy River,Altona,off rabideau rd.,44.864381,-73.693774,1002-0018,19,5,4150408004041,C-  3 (portion 5),,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8203553.396314578,5600196.258809876
10-GCHZ-41.2,Great Chazy River,Ellenburg,plank rd. bridge.,44.7827,-73.76634,1002-0018,19,5,,C-  3 (portion 5),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8211631.4064834835,5587376.674718305
07-GULY-0.6,Great Gully Creek,Springport,"sr 90 bridge 


























20 m downstream of bridge.",42.80796,-76.70235,0705-0052,11,7,,ONT-66-12-P 296-15,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8538466.544647444,5282786.9317404935
13-GRSP-1.2,Great Spring Creek,Pleasant Valley,20 m above cr 73.,41.75611,-73.83055,1305-0030,27,3,,H-101-12,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8218779.23098732,5124515.628362576
02-GVAL-0.8,Great Valley Creek,Great Valley,20 m below rte 417 bridge.,42.15886,-78.68337,0201-0039,9,9,,PA-53-25,02011301,T,T,T,T,T,F,F,[object Promise],,,[object Promise],,,-8758992.682298735,5184805.685510477
02-GVAL-3.6,Great Valley Creek,Great Valley,200 m above rt. 219 bridge.,42.18528,-78.68,0201-0039,9,9,,PA-53-25,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8758617.535614759,5188774.0220622085
02-GVAL-9.7,Great Valley Creek,Great Valley,downstream of ellicottville discharge.,42.249,-78.64,0201-0012,9,9,,PA-53-25,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8754164.755983032,5198351.721583739
02-GVAL-12.3,Great Valley Creek,Ellicottville,100 m below martha rd. bridge.,42.27383,-78.66966,0201-0012,9,9,,PA-53-25,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8757466.492079958,5202086.517127372
16-GREE-2.5,Green Creek,Hillsdale,10 m below rte 71 bridge.,42.26139,-73.47056,1601-0032,21,4,,Mass 5,16011112,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8178705.327496652,5200215.175145555
17-GREN-0.4,Green Creek,Islip,brook st at bridge.,40.73639,-73.09167,1701-0096,103,1,,(MW7.5)  AO-GSB-190,17012A01,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8136527.485629987,4973536.660333927
17-GREN-0.8,Green River,Islip,easy st below culvert.,40.74149,-73.09317,1701-0096,103,1,,(MW7.5)  AO-GSB-190,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8136694.464866178,4974285.949189753
06-GRID-0.1,Gridley Creek,Virgil,10 m upstream of francis rd. bridge.,42.48861,-76.07361,0602-0055,23,7,,SR-44-14-43,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8468475.52800608,5234454.195543423
06-GRID-4.4,Gridley Creek,Virgil,just off sr 392. below wwtp.,42.50725,-76.138797,0602-0055,23,7,,SR-44-14-43,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8475732.11165242,5237268.505083638
02-GRIF-0.9,Griffen Creek,Cuba,40 m above bull st.,42.21665,-78.28157,0201-0061,3,9,,PA-53-54-11-6,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8714264.510898,5193488.012621688
04-GRIM-6.3,Grimes Creek,South Bristol,,42.673652,-77.441223,0704-0002,69,8,4140201003285,Ont  66-12-52..P286-18- 2- 8,,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8620717.510768343,5262429.541046619
07-GRIM-5.7,Grimes Creek,Naples,off gulick rd.,42.666,-77.442,0704-0002,69,8,,Ont  66-12-52..P286-18- 2- 8,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8620804.006012686,5261271.034852131
03-GRND-1.8,Grindstone Creek,Richland,rte 3 bridge; 30 m above.,43.54278,-76.19222,0303-0081,75,7,,ONT-54,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8481679.13280907,5394956.827978355
07-GROU-1.5,Grout Brook,Scott,co rte 101 at sweeney hill rd. bridge.,42.74194,-76.26528,0706-0001,23,7,,ONT-66-12-29-P193-55,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8489812.134806426,5272774.608771759
03-GUFF-0.9,Guffin Creek,Brownville,0.4 miles east off sr 12e.,44.052466,-76.09127,0303-0039,45,6,,Ont   9a thru 18a,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8470441.430213489,5473565.010769962
13-GILD-0.1,Guildersleeve Brook,East Fishkill,lake ave.,41.55549,-73.83565,1304-0010,27,3,,H- 95,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8219346.9603903685,5094624.827905648
13-GILD-0.8,Guildersleeve Brook,East Fishkill,midway between discharge and route 52 bridge.,41.54222,-73.8325,1304-0010,27,3,,H- 95,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8218996.30399437,5092650.979013605
13-GILD-1.1,Guildersleeve Brook,East Fishkill,40 m above discharge pipe.,41.53889,-73.82944,1304-0010,27,3,,H- 95,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8218655.66635254,5092155.721056047
13-GILD-1.6,Guildersleeve Brook,East Fishkill,below culvert. above building 300 bridge.,41.53722,-73.82249,1304-0010,27,3,,H- 95,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8217881.995891525,5091907.358047878
13-GILD-2.3,Guildersleeve Brook,East Fishkill,50 m west of lime kiln rd.,41.54556,-73.81722,1304-0010,27,3,,H- 95,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8217295.342175045,5093147.749851842
06-GUIL-0.6,Guilford Creek,Guilford,5 m below rte 8 bridge.,42.33944,-75.405,0601-0049,17,7,,SR-146-1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8394046.203266792,5211962.30876898
10-GULB-0.1,Gulf Brook,Keene,restored reach just downstream of sr 9n.,44.256772,-73.79242,1004-0071,31,5,4150404001023,C- 25-27,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8214534.61880337,5505264.608179448
10-GULB-0.6,Gulf Brook,Keene,just off hurricane rd.,44.25714,-73.78291,1004-0071,31,5,4150404001023,C- 25-27,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8213475.970445927,5505321.805313649
09-GULF-1.3,Gulf Creek,Canton,50 m downstream of rens falls rd.,44.563619,-75.29311,0905-0120,89,6,4150302001798,SL-25- 16-P61/P62-,,T,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8381590.665441929,5553081.8666999955
09-GULF-3.7,Gulf Creek,De Kalb,old canton rd. bridge.,44.53389,-75.30749,0905-0120,89,6,,SL-25-16-2-1,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8383191.439719538,5548438.072762158
03-GULS-4.9,Gulf Stream,Rodman,0.4 miles north of williams rd.,43.84381,-75.868752,0303-0020,45,6,,Ont  44,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8445670.839761153,5441303.150264524
03-GULS-10.4,Gulf Stream,Pinckney,"Off CR 194, above conf with denning creek",43.8202782,-75.80896,0303-0020,49,6,4140102000216,Ont  44,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8439014.82476764,5437671.813931337
14-GUMR-0.8,Gumaer Brook,Mamakating,20 m above rte 209 bridge.,41.59722,-74.46861,1402-0039,105,3,,D-1-12-25,,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8289807.745282875,5100834.607851508
01-GUNC-0.7,Gun Creek,Grand Island,250 m north of ransom rd.,43.041238,-78.921667,0101-0011,29,9,,Ont 158 G.I.-1 thru 6,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8785519.782996297,5318250.798929505
15-HACK-2.8,Hackensack River,Clarkstown,10 m above cr15 bridge (western hwy).,41.08611,-73.96278,1501-0026,87,3,,NJ- 1 (portion 2),15012105,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8233499.007254913,5025051.177980489
15-HACK-3.3,Hackensack River,Clarkstown,route 59.,41.0925,-73.9603,1501-0026,87,3,,NJ- 1 (portion 2),,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8233222.934917746,5025994.981454596
10-HAGE-0.2,Hague Brook,Hague,100 m above rt. 9n bridge; off rt. 8.,43.74569,-73.49889,1006-0006,113,5,,C-101-P367-86,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8181859.008670822,5426171.099263096
06-HAIT-0.1,Haights Creek,Homer,100 m downstream of rt 13.,42.673777,-76.075092,0602-0132,23,7,2050102000533,SR- 44-14-59,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8468640.503491437,5262448.467122726
12-HALE-0.7,Hale Creek,Johnstown,below north east ave. bridge.,43.01,-74.35722,1201-0118,35,5,,H-240-89-11,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8277407.867203415,5313494.072798357
12-HALE-2.7,Hale Creek,Johnstown,30 m below hales mills rd. culvert.,43.01972,-74.32972,1201-0118,35,5,,H-240-89-11,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8274346.581206597,5314973.91386955
12-HALE-4.8,Hale Creek,Johnstown,below steele ave ext bridge.,43.03389,-74.30166,1201-0118,35,5,,H-240-89-11,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8271222.95629494,5317131.673960532
12-HALE-4.9,Hale Creek,Johnstown,0.25 miles above hale creek field station.,43.03417,-74.29889,1201-0118,35,5,,H-240-89-11,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8270914.601305443,5317174.316440841
12-HALE-5.8,Hale Creek,Mayfield,below state route 29 culvert.,43.03417,-74.28167,1201-0118,35,5,,H-240-89-11,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8268997.679673981,5317174.316440841
01-HALB-0.7,Halfway Brook,Hanover,rtes 5 and 20 culvert.,42.55222,-79.14305,0104-0072,13,9,,E-24,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8810164.025826585,5244061.634389219
14-HAFY-0.2,Halfway Brook,Highland,50 m above rt. 97 bridge.,41.4775,-74.91,1401-0006,105,3,,D-25,14011400,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8338943.0553241195,5083029.988860638
14-HAFY-9.1,Halfway Brook,Highland,600 ft upstream of kieferie rd.,41.5888,-74.87771,1401-0082,105,3,,D-25,,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8335348.548966406,5099581.316863665
06-HAFW-1.1,Halfway Creek,Barker,30 m upstream of cloverdale rd. bridge (cr 25).,42.29111,-75.88582,0602-0124,7,7,,SR-44-14-10,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8447570.840830011,5204686.550501191
10-HALF-0.1,Halfway Creek,Fort Ann,50 m above champlain canal (mouth. below discharge).,43.41663,-73.4851,1005-0013,115,5,4150401000033,C-134- 4-19,,T,T,T,F,F,F,T,[object Promise],,,[object Promise],,,-8180323.912892786,5375603.726505548
10-HALF-0.2,Halfway Creek,Fort Ann,20 m above sr 4. above fort ann discharge.,43.41734,-73.4872,1005-0013,115,5,4150401000033,C-134- 4-19,,T,T,T,F,F,F,T,[object Promise],,,[object Promise],,,-8180557.683823451,5375712.537076536
10-HALF-0.3,Halfway Creek,Fort Ann,15 m off cr 16.,43.41788,-73.4892,1005-0013,115,5,4150401003039,C-134- 4-19,,T,T,T,F,F,F,T,[object Promise],,,[object Promise],,,-8180780.322805039,5375795.295266408
10-HALF-1.4,Halfway Creek,Fort Ann,50 m below co. rt. 16 bridge.,43.42667,-73.49722,1005-0013,115,5,,C-134- 4-19,,T,T,T,T,T,F,T,[object Promise],,,[object Promise],,,-8181673.105121199,5377142.518491632
10-HALF-7.9,Halfway Creek,Fort Ann,farley rd. bridge; 2 m upstream.,43.39472,-73.55722,1005-0013,115,5,,C-134- 4-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8188352.274568796,5372246.551167323
10-HALF-11.5,Halfway Creek,Kingsbury,patten mills rd. bridge; 50 m upstream. bridge out.,43.3834,-73.6047,1005-0063,115,5,,C-134- 4-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8193637.723991661,5370512.5116762575
10-HALF-15.9,Halfway Creek,Queensbury,meadowbrook rd. bridge; 1 m upstream.,43.343163,-73.640815,1005-0063,113,5,,C-134- 4-19,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8197658.02740166,5364351.478485429
10-HALF-16.2,Halfway Creek,Queensbury,cronin rd. at swimmers dam.,43.33722,-73.64584,1005-0063,113,5,,C-134- 4-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8198217.407842894,5363441.840823974
10-HALF-16.7,Halfway Creek,Queensbury,bay rd. at lowes.,43.33278,-73.65278,1005-0063,113,5,,C-134- 4-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8198989.965108998,5362762.310970029
10-HALF-17.6,Halfway Creek,Queensbury,rte 9 bridge; 20 m downstream.,43.32583,-73.66389,1005-0063,113,5,,C-134- 4-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8200226.724651716,5361698.732219822
10-HALF-22.6,Halfway Creek,Queensbury,thunderbird rd. bridge; 100 m upstream.,43.34111,-73.7286,1005-0063,113,5,,C-134- 4-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8207430.208900946,5364037.235519881
07-HALC-0.3,Hall Creek,Vienna,sr49 culvert downstream.,43.22417,-75.80833,0703-0057,65,6,,ONT-66-11-P26-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8438944.69348844,5346155.2906500865
12-HALL-0.1,Hall Creek,Johnstown,30 m above pleasant ave. bridge.,43.01056,-74.37749,1201-0225,35,5,,H-240-89-10,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8279664.313281793,5313579.324773548
12-HALL-0.4,Hall Creek,Johnstown,75 m below johnson ave. bridge.,43.01667,-74.38361,1201-0225,35,5,,H-240-89-10,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8280345.588565449,5314509.535228633
13-HLKS-1.0,Hallocks Mill Brook,Somers,pinesbridge rd; 100 m above bridge. below stp.,41.28611,-73.765,1302-0049,119,3,,H- 31-P44-14,,T,T,T,T,T,T,F,[object Promise],,,[object Promise],,,-8211482.238365824,5054634.859978788
13-HLKS-1.6,Hallocks Mill Brook,Yorktown,30 m below greenwood st. bridge.,41.28444,-73.77388,1302-0049,119,3,,H- 31-P44-14,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8212470.755444065,5054387.461515716
09-HALS-1.4,Halls Creek,Philadelphia,550 m sw off rudes rd.,44.190013,-75.711826,0906-0041,45,6,,SL-25-7/P1-3-23,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8428201.917348929,5494894.373196432
09-HAMM-1.9,Hammond Brook,Hammond,at cr 6 bridge/culvert. rest of stream to lake appears quite swampy.,44.4539,-75.6788,0906-0025,89,6,4150303000157,SL-25-  7/P1- 1 thru 9 (sel),,T,T,T,F,F,F,T,[object Promise],,,[object Promise],,,-8424525.479845988,5535955.057892345
09-HAMM-2.8,Hammond Brook,Hammond,cr 6 bridge.,44.44917,-75.69222,0906-0025,89,6,,SL-25-7-9,,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8426019.387412433,5535217.443127224
01-HAMP-1.2,Hampton Brook,Eden,eckardt rd. bridge.,42.69139,-78.83417,0104-0041,29,9,,E-13-6,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8775779.66151036,5265115.607633073
01-HAMP-3.6,Hampton Brook,Eden,350 m north of keller rd.,42.666901,-78.8161,0104-0041,29,9,,Ont 158..E-13- 6,,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8773768.118311724,5261407.438066741
06-HAND-0.7,Handsome Brook,Franklin,at rte 357 bridge.,42.32056,-75.18278,0601-0055,25,4,,SR-155-3,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8369308.78602271,5209119.385956092
06-HANS-0.3,Handsome Brook,Sherburne,30 m below rt. 12b bridge.,42.69083,-75.50389,0602-0070,17,7,,SR-44-68,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8405054.587711336,5265030.795068776
06-HANS-6.7,Handsome Brook,Sherburne,500 m upstream of tibbens rd.,42.739327,-75.435533,0602-0070,17,7,,SR-44-68-9,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8397445.12127918,5272378.551344628
14-HANK-0.1,Hankins Creek,Fremont,rte 97 bridge (opp. co.rt 94); 10 m downstream.,41.81389,-75.09034,1401-0133,105,3,,D-58,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8359018.412293779,5133141.708715316
14-HANK-2.0,Hankins Creek,Fremont,84 at gas pipe line crossing just upstream of simmons spur rd.,41.83424,-75.08147,1401-0133,105,3,,D-58,,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8358031.008410443,5136181.649516711
13-CROI-2.3,Hannacrois Creek,New Baltimore,100 m downstream of new baltimore rd. bridge.,42.44618,-73.80679,1301-0230,39,4,,H-212,,T,T,T,T,T,T,F,[object Promise],,,[object Promise],,,-8216134.279886073,5228051.143218563
13-CROI-16.2,Hannacrois Creek,Westerlo,20 m downstream of the rte 32 bridge.,42.49686,-73.97919,1301-0231,1,4,,H-212,,T,T,T,T,T,T,F,[object Promise],,,[object Promise],,,-8235325.760098831,5235699.695803181
11-HANC-0.2,Hans Creek,Broadalbin,10 m above rte. 110 bridge.,43.12056,-74.13778,1104-0109,35,5,,H-369-P127-21,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8252979.918143738,5330340.34877712
11-HANC-1.3,Hans Creek,Providence,40 m above co rte. 14 bridge.,43.12361,-74.11945,1104-0109,91,5,,H-369-P127-21,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8250939.431877498,5330805.515213299
11-HANC-3.1,Hans Creek,Providence,30 m above sleezer rd. bridge.,43.12305,-74.09028,1104-0109,91,5,,H-369-P127-21,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8247692.242331055,5330720.105867297
11-HANC-4.3,Hans Creek,Providence,hans creek rd. above glenwild intake. 50 m below bridge.,43.13075,-74.0755,1104-0110,91,5,,H-369-P127-21,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8246046.940257134,5331894.552913949
07-HARB-0.5,Harbor Brook,Syracuse,100 m below hiawatha blvd. bridge. at usgs gage.,43.0561,-76.1853,0702-0002,67,7,,ONT-66-12-12-P154-5,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8480908.801932784,5320514.740998885
03-HRTB-2.2,Hart Brook,Adams,us 11.,43.83825,-76.015454,0303-0049,45,6,,Ont  44-10,,T,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8462001.631699508,5440445.023376297
11-HART-1.5,Hartshorn Brook,Greenwich,cr 52.,43.10722,-73.50111,1103-0010,115,5,,H-301-4,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8182106.137940386,5328306.089997475
08-HARV-1.5,Harvey Creek,Watson,10 m below culvert crossing 4 rd.,43.78667,-75.38861,0801-0318,49,6,,ONT-19-55,,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8392221.676812688,5432488.007347554
02-HASK-3.1,Haskell Cr.,Portville,co. rt. 27 / haskell rd.,42.08861,-78.36443,0201-0009,9,9,,PA-53-57,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8723488.443905128,5174262.047821002
09-HATC-2.9,Hatch Brook,Bellmont,at cr 27 bridge.,44.68361,-74.19055,0902-0080,33,5,,SLC-29-21,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8258854.2476729,5571849.1246363735
13-HAVI-2.3,Haviland Hollow Brook,Patterson,20 m below brimstone rd. bridge.,41.49445,-73.546118,1302-0057,79,3,,H- 31-P44-24 (portion 6),,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8187116.40558201,5085548.77181379
06-HAWL-1.9,Hawley Brook,Smyrna,just off boos law rd.,42.655247,-75.6238,0602-0150,17,7,2050102000547,SR- 44-54- 5,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8418402.907852357,5259643.280905416
06-HAYD-2.8,Hayden Brook,Springfield,100 m below cr 53 bridge culvert.,42.82083,-74.88361,0601-0180,77,4,,SR-P404-12,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8336005.333962086,5284739.9874379365
12-HEAL-0.1,Healy Kill,Perth,cr 132 bridge.,42.99389,-74.12472,1201-0106,35,5,,H-240-69-8,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8251526.085593978,5311041.888879946
05-HELM-1.3,Helmer Creek,Cameron,at co. rt 24 bridge.,42.19045,-77.34549,0503-0006,101,8,,PA-3-57-5-20,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8610060.561956232,5189550.760326349
07-HEMK-0.1,Hemlock Creek,Locke,"co. rte 38 bridge


























50 m upstream.",42.65805,-76.43,0706-0018,11,7,,ONT-66-12-43-P212-28-29,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8508148.681329893,5260067.562746277
04-HEML-1.8,Hemlock Outlet,Richmond,co. rte. 15.,42.82888,-77.55232,0402-0013,69,8,,ONT-117-27-34,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8633084.772237,5285961.802375082
04-HEML-6.7,Hemlock Outlet,Livonia,at rt. 15a bridge.,42.79509,-77.60725,0402-0013,51,8,,ONT-117-27-34,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8639199.551866276,5280834.282357396
05-HEND-4.1,Hendy Creek,Southport,30 m above clark hollow rd. bridge.,42.07444,-76.94055,0501-0041,15,8,,PA-3-36,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8564982.8473544,5172136.7254851125
14-HFAL-0.1,High Falls Brook,Denning,upstream of frost valley rd. near frost valley ymca.,41.97583,-74.52194,1402-0008,111,3,,D- 1-P58b-83,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8295744.413726882,5157359.582586729
13-HIGH-0.3,Highland Brook,Highlands,10 m below main st. bridge.,41.36945,-73.96555,,71,3,,H-71,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8233807.36224441,5066989.133971742
13-WHIGH-4.0,Highland Brook,Highlands,havard black rock forest.,41.3847,-74.01337,1301-0172,71,3,,H- 71,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8239130.660294145,5069251.497275299
16-WHILL-0.8,Hiller Brook,Pawling,upstream of n quaker hill rd. culvert.,41.58905,-73.58415,1601-0016,27,3,,Conn 15- 4,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8191350.108455857,5099618.526236557
08-HODG-0.1,Hodge Creek,Watson,4 rd. walk down thru back yard.,43.7775,-75.41777,0801-0318,49,6,,ONT-19-54,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8395467.753164219,5431074.111494588
05-HOFF-3.6,Hoffman Brook,Big Flats,south off west hill rd. downstream of confluence with tributaries.,42.11715,-76.86306,0501-0038,15,8,,PA-3-29,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8556356.70001283,5178544.131529898
05-HOFF-0.8,Hoffman Creek,Elmira,100 m above hoffman bridge; fassett st dead end.,42.09147,-76.82686,0501-0037,15,8,,PA-3-29,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8552326.934446113,5174691.069537486
10-ADKS12_249-4.7,Hoisington Brook,Westport,take trail south west off mcmahon rd. trail meets rd. at coordinates 44.180450 / -73.495210. bushwack 0.06 miles east off trail at coordinates 44.179403 / -73.495954.,44.178889,-73.494722,1001-0023,31,5,,C- 73,,T,F,F,T,T,T,T,[object Promise],,,[object Promise],,,-8181395.029033196,5493167.531189435
10-HOIS-0.1,Hoisington Brook,Westport,100 m below rt. 22-9n culvert.,44.18417,-73.43416,1001-0023,31,5,,C- 73,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8174653.298031773,5493987.290331366
10-HOLC-0.2,Holcomb Brook,North Elba,reference.,44.286867,-73.93226,1004-0013,31,5,4150404000229,C- 25-26,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8230101.5363959065,5509943.366580513
13-HOLY-0.1,Holly Stream,Southeast,20 m above rte. 202 bridge.,41.37194,-73.63722,1302-0125,79,3,,H- 31-P44-24- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8197257.833832256,5067358.493453714
11-HOLO-0.5,Holmes Lake Outlet,Bleecker,rte 125; 50 m below bridge.,43.18167,-74.35889,1104-0131,35,5,,H-369-P127-46-12,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8277593.77075304,5339664.880888171
13-HOMW-2.4,Homowack Kill,Mamakating,10 m below closed bridge on doolittle rd.,41.6441,-74.4412,1306-0122,105,3,,H-139-14-38-14,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8286756.478040235,5107815.542622742
02-HOYE-1.2,Honeoye Creek,Bolivar,2 m above unnamed rd. off rte 18.,42.00166,-78.09482,0201-0021,3,9,,PA-32,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8693475.595992355,5161228.107242693
