"OBJECTID","SPDES_PERM","WCS_CLASS","DISTRICT_N","RECEIVING_","DETAIL_URL","geometry"
10805462,"NY0160814","07","GORHAM - T STP","FLINT CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0160814",c(-77.1334456537805, 42.8036004720336)
10805463,"NY0020311","07","CLIFTON SPRINGS - V WWTP","SULPHUR CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020311",c(-77.1315001068191, 42.9675855023306)
10805467,"NY0001147","01","HAZLITT'S RED CAT CELLARS","NAPLES CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001147",c(-77.4019187761941, 42.6247787683882)
10805469,"NY0024651","07","PHELPS - V STP","CANANDAIGUA OUTLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0024651",c(-77.0508317094175, 42.9606348539299)
10805471,"NY0063584","09","BRISTOL HARBOR RESORTS","SENECA POINT STREAM","https://extapps.dec.ny.gov/data/IF/SPDES/NY0063584",c(-77.3412899957568, 42.7456632327848)
10805500,"NY0022756","07","MORAVIA - V STP","OWASCO INLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022756",c(-76.4323630024265, 42.7094302640041)
10805533,"NY0020559","07","WEEDSPORT (V) WWTP","COLD SPRING BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020559",c(-76.5684589818168, 43.0522784711123)
10805571,"NY0027081","05","METROPOLITAN SYRACUSE WWTP","ONONDAGA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0027081",c(-76.1777998763879, 43.0647197990269)
10805572,"NY0027596","05","BREWERTON WATER POLLUTION CONTROL PLANT","ONEIDA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0027596",c(-76.1550519617433, 43.2382747613972)
10805573,"NY0030317","05","ONONDAGA CO OAK ORCHARD STP","ONEIDA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0030317",c(-76.2089844070048, 43.1990065726709)
10805574,"NY0233251","01","EAST SYRACUSE BIOLOGICS MANUFACTURING FACILITY","HEADONS BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0233251",c(-76.087009027175, 43.0657353628619)
10805575,"NY0001163","01","CARRIER CORP THOMPSON RD SITE","SANDERS CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001163",c(-76.0850520776936, 43.0842949461977)
10805601,"NY0029190","07","DRYDEN - V STP","FALL CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029190",c(-76.3071924960203, 42.4927596984397)
10805602,"NY0110493","07","FREEVILLE - V STP","FALL CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0110493",c(-76.3419381476254, 42.5068679504983)
10805603,"NY0213632","09","COUNTRY GARDENS APARTMENTS","FALL CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0213632",c(-76.3723649853197, 42.4792456837334)
10805614,"NY0029726","05","PENN YAN STP","KEUKA OUTLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029726",c(-77.0364395515375, 42.6561485089791)
10805656,"NY0022551","07","LYONS - T WWTP","CLYDE R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022551",c(-76.9796278450955, 43.0635113654877)
10805709,"NY0105881","01","Omega Wire, Inc. - JORDAN FACILITY","SKANEATELES CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0105881",c(-76.4664287001645, 43.0690388277795)
10805710,"NY0000825","03","CRUCIBLE INDUSTRIES","ONONDAGA L TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0000825",c(-76.2091353571723, 43.0712546589823)
10805711,"NY0232491","01","FRAZER AND JONES CO DIV EASTERN CO","GEDDES BROOK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0232491",c(-76.229303603035, 43.0608102564727)
10805716,"NY0028509","01","ANHEUSER BUSCH BALDWINSVILLE BREWERY","SENECA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0028509",c(-76.3108176378111, 43.1687328028316)
10805717,"NY0030571","05","BALDWINSVILLE SENECA KNOLLS STP","SENECA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0030571",c(-76.2989420020056, 43.1419483481555)
10805718,"NY0033901","01","CSX TRANSPORTATION DEWITT YARD","BUTTERNUT CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0033901",c(-76.0388408717431, 43.0726247361528)
10805719,"NY0025461","05","VILLAGE OF MINOA STP","LIMESTONE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025461",c(-75.9950706887468, 43.0780079986199)
10805732,"NY0161942","01","MIDLAND ASPHALT MATERIALS INC","NYS BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0161942",c(-76.9749913027127, 43.0525743336904)
10805733,"NY0023612","07","MACEDON - V STP","GANARGUA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023612",c(-77.2906024850436, 43.0691381137432)
10805758,"NY0231878","01","Cornell University Main Campus","CASCADILLA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0231878",c(-76.4755773554314, 42.4427869624016)
10805882,"NY0029475","05","NEWARK WASTEWATER TREATMENT FACILITY","GANARGUA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029475",c(-77.0868853983196, 43.0536313797005)
10805883,"NY0023965","07","CLYDE - V STP","CLYDE R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023965",c(-76.8675639405583, 43.0812483736261)
10805885,"NY0002241","01","CARGILL SALT CO- WATKINS GLEN PLANT","SENECA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0002241",c(-76.8662963569044, 42.3839299163269)
10805889,"NY0002330","03","U S SALT - WATKINS GLEN REFINERY","SENECA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0002330",c(-76.8869681353818, 42.4065286790349)
10805891,"NY0001031","01","BUCKEYE TERMINALS LLC - GENEVA TERMINAL","BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001031",c(-76.9349472560406, 42.8703021625921)
10805896,"NY0001694","01","ITT GOULDS PUMPS","SENECA R - BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001694",c(-76.8092081780912, 42.9134636958964)
10805897,"NY0033308","05","SENECA FALLS WASTEWATER TREATMENT","SENECA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0033308",c(-76.7834732207558, 42.9148941972791)
10805900,"NY0110311","01","SYRACUSE HAULERS WASTE REMOVAL INC","LEY CK S BR TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0110311",c(-76.0926256096686, 43.0721008440982)
10805954,"NY0026638","05","ITHACA AREA WASTEWATER TREATMENT FAC","CAYUGA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026638",c(-76.5075728070075, 42.4500974129214)
10805972,"NY0100846","01","CITY OF ONEIDA WATER TREATMENT PLANT","FLORENCE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0100846",c(-75.6193735378315, 43.3531600837561)
10805992,"NY0244741","01","CORNELL UNIVERSITY LAKE SOURCE COOLING FACILITY","CAYUGA L SB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0244741",c(-76.5027170864813, 42.4717687770228)
10806122,"NY0022365","05","WATERLOO - V STP","SENECA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022365",c(-76.8489541800307, 42.8996543017906)
10806141,"NY0020664","07","PHOENIX - V STP","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020664",c(-76.3094245618837, 43.2320103637104)
10806204,"NY0105007","07","JORDAN STP","SKANEATELES CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0105007",c(-76.4726471219619, 43.0717772179548)
10806209,"NY0227706","01","7-ELEVEN STORE  #35115","CANANDAIGUA OUTL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0227706",c(-76.976090055306, 42.9504666250756)
10806280,"NY0026956","05","ONEIDA - C STP","ONEIDA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026956",c(-75.6475196877299, 43.1029156873134)
10806300,"NY0029807","05","CANASTOTA - V WPCP","COWASELON CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029807",c(-75.7606418035315, 43.0960062614081)
10806366,"NY0154822","09","PENN CAN TRUCK STOP & RESTAURANT","LITTLE BAY CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0154822",c(-76.1201108241089, 43.2859863018073)
10806374,"NY0231924","01","SUNOCO SYRACUSE TED PARK TERMINAL","SENECA TR#14","https://extapps.dec.ny.gov/data/IF/SPDES/NY0231924",c(-76.3012767895341, 43.0992969501892)
10806411,"NY0161071","07","V-RUSHVILLE WWTF","WEST R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0161071",c(-77.2310381817761, 42.7636349104347)
10806412,"NY0025445","05","DUNDEE WASTEWATER TREATMENT PLANT","BIG STREAM","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025445",c(-76.970271520054, 42.5167034861985)
10806413,"NY0001325","03","GREENIDGE STATION","KEUKA OUTET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001325",c(-76.9486066248111, 42.6791430368958)
10806414,"NY0107069","01","LOCKWOOD ASH DISPOSAL LANDFILL","KEUKA OUTLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0107069",c(-76.9607969696367, 42.6759954556664)
10806415,"NY0002097","01","VIBRANTZ CORPORATION - PENN YAN FACILITY","SENECA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0002097",c(-76.9449601640143, 42.675711026871)
10806438,"NY0024902","07","TRUMANSBURG - V STP","TRUMANSBURG CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0024902",c(-76.6498135087083, 42.5408411138691)
10806508,"NY0035424","09","BATH FISH HATCHERY","COLD BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0035424",c(-77.2842236295033, 42.374218486812)
10806515,"NY0027723","05","MEADOWBROOK LIMESTONE WWTP","LIMESTONE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0027723",c(-76.0082464804175, 43.054470933973)
10806517,"NY0002101","03","LOCKHEED MARTIN - ELECTRONICS PARK","BLOODY BK W BR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0002101",c(-76.1901547434791, 43.1084904768613)
10806518,"NY0094480","07","SKANEATELES (V) WWTP","SKANEATELES CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0094480",c(-76.4397717627944, 42.9564472982766)
10806519,"NY0106674","01","WELCH ALLYN INC","SKANEATELES CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0106674",c(-76.4317752218368, 42.9785106730698)
10806520,"NY0262064","01","SYRACUSE SAND & GRAVEL FULTON PLANT","TRIB WATERHOUSE CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0262064",c(-76.3783754524247, 43.340923381281)
10806522,"NY0106780","01","OMEGA WIRE INC - WILLIAMSTOWN NY FACILITY","FISH CK W BR TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0106780",c(-75.8921412814309, 43.4264893159862)
10806546,"NY0098566","01","BULLY HILL VINEYARDS","GW","https://extapps.dec.ny.gov/data/IF/SPDES/NY0098566",c(-77.2090911993502, 42.4293326299928)
10806575,"NY0244261","01","THERM INC","SIX MILE CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0244261",c(-76.4892354190154, 42.4300029295124)
10806576,"NY0101290","01","CAYUGA SALT MINE","CAYUGA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0101290",c(-76.5316793308508, 42.5330526074703)
10806580,"NY0001333","03","CAYUGA OPERATING COMPANY, LLC","CAYUGA LAKE","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001333",c(-76.6346354593938, 42.6017824459016)
10806581,"NY0098302","09","FINGER LAKES RESIDENTIAL CENTER","SALMON CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0098302",c(-76.4941109898386, 42.5487230412277)
10806583,"NY0110752","07","NEWFIELD -T SD 1","GW","https://extapps.dec.ny.gov/data/IF/SPDES/NY0110752",c(-76.5760780425439, 42.3702496949405)
10806676,"NY0021539","07","CHITTENANGO - V STP","CHITTENANGO CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0021539",c(-75.8770704284515, 43.0625753506904)
10806690,"NY0023531","05","FARMINGTON  T STP","MUD CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023531",c(-77.3830370378968, 42.9781770033388)
10806691,"NY0022713","07","VICTOR - V STP","GREAT BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022713",c(-77.3975806921973, 42.9778371022859)
10806692,"NY0000744","01","VICTOR INSULATORS","GREAT BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0000744",c(-77.4123723066879, 42.9756892117975)
10806809,"NY0020249","05","VERNON SEWAGE TREATMENT PLANT","SCONONDOA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020249",c(-75.5469491037333, 43.0812704874311)
10806927,"NY0108979","01","MERCURY AIRCRAFT","GW","https://extapps.dec.ny.gov/data/IF/SPDES/NY0108979",c(-77.2298375147297, 42.4057910447561)
10806928,"NY0001007","01","PLEASANT VALLEY WINERY","COLD BROOK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001007",c(-77.2542034327055, 42.4012345636626)
10806957,"NY0300004","01","CITY OF SYRACUSE DEPT OF ENG/WATER DIV","SKANEATELES LAKE","https://extapps.dec.ny.gov/data/IF/SPDES/NY0300004",c(-76.4308382787974, 42.9460325369935)
10806998,"NY0000566","01","FORMER IFG FACILITY","LEY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0000566",c(-76.1194056192194, 43.0873433454956)
10807008,"NY0244074","01","SYRACUSE HANCOCK INTERNATIONAL AIRPORT","MUD CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0244074",c(-76.1125612984068, 43.1129272505878)
10807015,"NY0244236","01","MACKENZIE-CHILDS AURORA LLC","GW","https://extapps.dec.ny.gov/data/IF/SPDES/NY0244236",c(-76.7067585653022, 42.7763043746273)
10807080,"NY0026301","05","FULTON - C STP","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026301",c(-76.4197534048415, 43.3358573480869)
10807082,"NY0001902","01","HUHTAMAKI INC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001902",c(-76.4126334016148, 43.3166040451325)
10807132,"NY0271772","01","HECTOR-T WATER DISTRICT","UNMAPPED TRIB TO SENECA LAKE","https://extapps.dec.ny.gov/data/IF/SPDES/NY0271772",c(-76.8841381002768, 42.4958019163145)
10807134,"NY0000078","03","GARLOCK SEALING TECHNOLOGIES","RED CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0000078",c(-77.223711073305, 43.0690083964634)
10807135,"NY0025101","05","PALMYRA - V STP","BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025101",c(-77.2170778711332, 43.0621676658856)
10807387,"NY0231916","09","SOUTHERN CAYUGA MIDDLE & SENIOR HIGH SCHS","CAYUGA L TR26","https://extapps.dec.ny.gov/data/IF/SPDES/NY0231916",c(-76.6175446829026, 42.7342169409557)
10807413,"NY0214370","07","CLEVELAND - V STP","ONEIDA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0214370",c(-75.88221906327, 43.2380570230187)
10807508,"NY0262102","07","CAYUGA AND AURELIUS JOINT WWTP","SENECA RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0262102",c(-76.7335882164979, 42.9503655750584)
10807673,"NY0246972","07","SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF)","KENDIG CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0246972",c(-76.850869528944, 42.7505905240158)
10807709,"NY0028525","05","TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF","CHITTENANGO CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0028525",c(-75.8420486282782, 42.9415768301534)
10807818,"NY0243931","01","FULTON MUNICIPAL WATER TREATMENT FACILITY","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0243931",c(-76.3938171149995, 43.3051453242229)
10807968,"NY0257176","01","INTERNATIONAL WIRE GROUP SHERRILL OPERATIONS","ONEIDA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0257176",c(-75.602541010024, 43.0564978205338)
10808038,"NY0257001","07","TABERG SEWER DISTRICT WASTEWATER TREATMENT FACILITY","FISH CK E BR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0257001",c(-75.6149163115304, 43.3036495155191)
10808141,"NY0162663","07","SAVANNAH-T WWTP COMBINED SEWER DISTRICT","CRUSOE CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0162663",c(-76.7554047139997, 43.072826376716)
10808380,"NY0272060","07","NAPLES - V WWTP","GRIMES CREEK RACEWAY TO NAPLES CREE","https://extapps.dec.ny.gov/data/IF/SPDES/NY0272060",c(-77.3965971541209, 42.618350316964)
10808399,"NY0244872","01","TESSY PLASTICS - ELBRIDGE CAMPUS","SKANEATELES CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0244872",c(-76.4683873982169, 43.0302441609578)
10808551,"NY0216348","09","ONEIDA FISH HATCHERY","SCRIBA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0216348",c(-75.9999790232405, 43.2518827804779)
10808685,"NY0261947","01","METALICO ALUMINUM RECOVERY INC","SOUTH BRANCH LEY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0261947",c(-76.0945248998011, 43.073299843898)
10808697,"NY0271942","05","CATHARINE VALLEY WATER RECLAMATION FACILITY","CHEMUNG CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0271942",c(-76.8576452430077, 42.3731466344156)
10808715,"NY0213730","01","ITHACA TOMPKINS INTERNATIONAL AIRPORT","CAYUGA L TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0213730",c(-76.4616130249088, 42.4901105921198)
10808720,"NY0155730","09","BEACONVIEW VILLAGE","FALL CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0155730",c(-76.4313578960355, 42.5069638165937)
10808873,"NY0027618","05","WETZEL RD WASTEWATER TREATMENT PLANT","SENECA R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0027618",c(-76.2351178417046, 43.1472656318436)
10808875,"NY0020338","07","PORT BYRON (V) WWTP","OWASCO OUTLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020338",c(-76.6284156804218, 43.0401938960833)
10808895,"NY0284289","01","Mount Pleasant Water Supply & Treatment Facility",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0284289",c(-75.8835487065145, 42.9928360281725)
10808961,"NY0002275","01","HONEYWELL INTERNATIONAL INC","ONONDAGA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0002275",c(-76.2032547143016, 43.0619786273868)
10809048,"NY0023558","07","AURORA - V STP","PAINES CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023558",c(-76.7015924499093, 42.7363458974521)
10809168,"NY0001406","03","BRUNO BOCK","SENECA R - BARGE","https://extapps.dec.ny.gov/data/IF/SPDES/NY0001406",c(-76.8527931410472, 42.9014652420578)
10809170,"NY0020532","07","MARCELLUS - V STP","NINE MILE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020532",c(-76.3409878638259, 42.9950629594234)
10809171,"NY0155519","01","OSWEGO CO ENERGY RECOVERY FAC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0155519",c(-76.4252110186761, 43.3489053306552)
10809173,"NY0031569","07","MARION - T STP","RED CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0031569",c(-77.1788754147649, 43.1347305302191)
10809174,"NY0036749","07","MINETTO - T WPCP","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0036749",c(-76.4812079909578, 43.4036658877525)
10809237,"NY0025585","07","GROTON - V STP","OWASCO INLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025585",c(-76.3716577032974, 42.5959936857696)
10809251,"NY0003344","03","LYDALL PERFORMANCE MATERIALS (US) INC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0003344",c(-76.425828138233, 43.3534843809835)
10809257,"NY0033456","09","CONIFER MOBILE VILLAGE","FISH CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0033456",c(-76.2613093107925, 43.2952226479871)
10809261,"NY0070599","09","THREE RIVERS PLAZA","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0070599",c(-76.2856131331388, 43.2164594023979)
10809262,"NY0032468","03","RIVERVIEW BUSINESS PARK LLC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0032468",c(-76.3820656800899, 43.3009676538551)
10809266,"NY0231681","01","SYRACUSE LLC","GEDDES BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0231681",c(-76.2245572814495, 43.0666782771595)
10809387,"NY0261785","01","ONONDAGA COUNTY DOT FACILITY  AT JAMESVILLE","BUTTERNUT CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0261785",c(-76.0613253234009, 42.9882933294618)
10809424,"NY0245062","07","FORT BREWERTON SD WWTP","ONEIDA RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0245062",c(-76.1500228708722, 43.2466450428989)
10809784,"NY0025704","05","TOWN OF WALWORTH SEWER DISTRICT #1 WWTP","BLACK CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025704",c(-77.2960205813817, 43.1290080942725)
10809866,"NY0104710","09","COUNTRY ACRES MOBILE HOME PARK","FALL CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0104710",c(-76.2907208046412, 42.5474035693282)
10809867,"NY0020958","05","CAYUGA HEIGHTS-V WASTEWATER TREATMENT PL","CAYUGA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020958",c(-76.500466366092, 42.4687074964946)
10810036,"NY0025968","05","CANANDAIGUA - C WRRF","FEEDER CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025968",c(-77.2683702228869, 42.8809973803054)
10810037,"NY0030813","07","MANCHESTER SHORTSVILLE STP","CANANDAIGUA OUTLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0030813",c(-77.2207446152656, 42.9745539498699)
10810039,"NY0156311","01","BUCKEYE PIPE LINE CO LP - AUBURN","PUTNAM BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0156311",c(-76.5279836110827, 42.9575637953429)
10810108,"NY0272183","07","ODESSA - V WASTEWATER TREATMENT FACILITY",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0272183",c(-76.8005347018515, 42.3339196692648)
10810123,"NY0262269","09","WASHINGTON HEIGHTS MOBILE HOME PARK","TRIB CAYUGA LK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0262269",c(-76.5868238352948, 42.4915699777623)
10810188,"NY0272141","05","WESTERN WAYNE CO REGIONAL WWTP","BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0272141",c(-77.2180318909693, 43.0624012954858)
10810253,"NY0232386","01","CAROUSEL CENTER MALL","BARGE CANAL TMNL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0232386",c(-76.1727856358068, 43.0694161204864)
10810293,"NY0246034","01","TURNBULL MFG CO INC","MUD CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0246034",c(-77.3962221251075, 42.8838693654856)
10810420,"NY0029289","07","INTERLAKEN - V STP","MINORS CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029289",c(-76.7185493866573, 42.6216193459521)
10810473,"NY0272116","07","HILLSIDE CHILDREN'S CENTER WRRF",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0272116",c(-76.8861926736313, 42.7879884093745)
10810497,"NY0035131","07","CENTRAL SQUARE - V STP","LITTLE BAY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0035131",c(-76.136798699613, 43.2834547702491)
10810548,"NY0160407","07","SENECA COUNTY SEWER DISTRICT #1 STP","SENECA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0160407",c(-76.8753788914075, 42.6733679587076)
10810569,"NY0105431","01","BUCKEYE BREWERTON TERMINAL","ONEIDA R DD","https://extapps.dec.ny.gov/data/IF/SPDES/NY0105431",c(-76.1449243188291, 43.2433381124774)
10804406,"NY0026042","05","GLOVERSVILLE-JOHNSTOWN JOINT WWTP","CAYADUTTA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026042",c(-74.3996708641492, 42.9925017954137)
10804416,"NY0130826","09","MOHAWK RIVER COUNTRY CLUB & CHATEAU","MOHAWK RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0130826",c(-73.8763798735087, 42.8473852578426)
10804888,"NY0035408","09","NYS VAN HORNESVILLE STATE FISH HATCHERY","OTSQUAGO CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0035408",c(-74.8400936796965, 42.8903868397301)
10804945,"NY0121894","01","LOCKHEED MARTIN CORP/ FRENCH ROAD FACILITY","NAIL CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0121894",c(-75.2825118882479, 43.0880910789588)
10804946,"NY0025780","05","ONEIDA CO WATER POLLUTION CONTROL PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025780",c(-75.1956374709219, 43.100177105085)
10804947,"NY0031429","07","UTICA COMBINED SEWER OVERFLOWS","MOHAWK R & TRS","https://extapps.dec.ny.gov/data/IF/SPDES/NY0031429",c(-75.2457475570001, 43.0932637318799)
10804949,"NY0020923","07","ORISKANY FALLS WWTP","ORISKANY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020923",c(-75.4583542848499, 42.9393064046088)
10804979,"NY0022403","05","LITTLE FALLS WASTEWATER TREATMENT PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022403",c(-74.8437188721615, 43.0387056667318)
10804980,"NY0108537","01","2200 BLEEKER STREET","MOHAWK R TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0108537",c(-75.179313454936, 43.0859400223986)
10804981,"NY0005282","01","REMARMS LLC","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0005282",c(-75.0343985322988, 43.0134318955403)
10804983,"NY0020486","05","HERKIMER WATER POLL CTRL FAC","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020486",c(-74.979678374467, 43.0200269681727)
10804984,"NY0024554","05","DOLGEVILLE WWTP","EAST CANADA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0024554",c(-74.7666196604421, 43.0926412698697)
10804987,"NY0029076","07","CLARK MILLS SEWAGE TREATMENT PLANT","ORISKANY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029076",c(-75.3787412197945, 43.0946477967015)
10804988,"NY0021385","05","CLINTON SEWAGE TREATMENT PLANT","ORISKANY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0021385",c(-75.3820090479852, 43.0617646504665)
10804995,"NY0028461","07","WATERVILLE STP","BIG CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0028461",c(-75.3919887134012, 42.9407075182119)
10804998,"NY0029327","09","Adirondack Ridge","NINE MILE CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029327",c(-75.1907628559053, 43.192422091854)
10805407,"NY0023973","05","NISKAYUNA - T SD 6 WWTP","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023973",c(-73.8554237244488, 42.8040902809266)
10805412,"NY0109614","09","VIAPORT ROTTERDAM MALL","POENTIC KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0109614",c(-73.9879601877055, 42.8085050467256)
